Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
Parada , ./data/Jabali/k4/40_4_0.85_1_5.svrp , 722.951 , 705.852 , 2.36515 , 0.027 , 1.257 , 4 , 710.272 , 12.6794 , 12.6794 , 12.6794 , 722.951 , 722.951 , 0 , 438 , 387 , 0.165167 , 0 , 0 , 113 , 0.248845 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.85_1_5.svrp , 722.951 , 715.388 , 1.0461 , 1.177 , 2.289 , 4 , 710.272 , 12.6794 , 12.6794 , 12.6794 , 722.951 , 722.951 , 0 , 334 , 385 , 0.425978 , 0 , 0 , 122 , 0.237208 , 336 , 0.233213 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.85_1_5.svrp , 722.951 , 720.727 , 0.307629 , 1.14 , 1.586 , 4 , 710.272 , 12.6794 , 12.6794 , 12.6794 , 722.951 , 722.951 , 0 , 162 , 240 , 0.371331 , 0 , 0 , 40 , 0.082289 , 336 , 0.232683 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.85_1_6.svrp , 679.759 , 665.098 , 2.15682 , 0.042 , 1.006 , 4 , 673.832 , 5.92689 , 5.92689 , 5.92689 , 679.759 , 679.759 , 0 , 437 , 358 , 0.152491 , 0 , 0 , 110 , 0.107178 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.85_1_6.svrp , 679.759 , 666.699 , 1.92128 , 0.195 , 1.978 , 4 , 673.832 , 5.92689 , 5.92689 , 5.92689 , 679.759 , 679.759 , 0 , 626 , 413 , 0.259401 , 0 , 0 , 145 , 0.284778 , 53 , 0.024163 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.85_1_6.svrp , 679.759 , 667.646 , 1.78197 , 0.195 , 2.199 , 4 , 673.832 , 5.92689 , 5.92689 , 5.92689 , 679.759 , 679.759 , 0 , 645 , 440 , 0.281684 , 0 , 0 , 175 , 0.264996 , 53 , 0.022391 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.85_1_7.svrp , 681.133 , 650.462 , 4.50292 , 0.045 , 21.991 , 4 , 668.625 , 12.508 , 12.508 , 12.508 , 681.133 , 681.133 , 0 , 4250 , 1156 , 2.6733 , 0 , 0 , 507 , 1.29874 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.85_1_7.svrp , 681.133 , 662.624 , 2.71727 , 1.204 , 9.025 , 4 , 668.625 , 12.508 , 12.508 , 12.508 , 681.133 , 681.133 , 0 , 1454 , 641 , 0.940902 , 0 , 0 , 224 , 0.620315 , 279 , 0.384709 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.85_1_7.svrp , 681.133 , 667.207 , 2.04446 , 1.192 , 8.447 , 4 , 668.625 , 12.508 , 12.508 , 12.508 , 681.133 , 681.133 , 0 , 1550 , 629 , 0.997365 , 0 , 0 , 165 , 0.46531 , 279 , 0.374012 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.85_1_8.svrp , 687.355 , 667.327 , 2.91373 , 0.038 , 1.241 , 4 , 658.094 , 29.2604 , 29.2604 , 29.6383 , 687.355 , 687.355 , 0 , 560 , 275 , 0.177241 , 0 , 0 , 104 , 0.272844 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.85_1_8.svrp , 687.355 , 673.402 , 2.02995 , 1.567 , 6.532 , 4 , 658.094 , 29.2604 , 29.2604 , 29.6383 , 687.355 , 687.355 , 0 , 998 , 614 , 0.954372 , 0 , 0 , 128 , 0.37999 , 421 , 0.372405 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.85_1_8.svrp , 687.355 , 680.585 , 0.984903 , 1.58 , 2.465 , 4 , 658.094 , 29.2604 , 29.2604 , 29.6383 , 687.355 , 687.355 , 0 , 551 , 252 , 0.59482 , 0 , 0 , 35 , 0.168498 , 421 , 0.379205 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.85_1_9.svrp , 684.006 , 672.237 , 1.72057 , 0.026 , 0.825 , 4 , 670.65 , 13.356 , 13.356 , 14.4115 , 684.006 , 684.006 , 0 , 303 , 203 , 0.087659 , 0 , 0 , 148 , 0.148125 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.85_1_9.svrp , 684.006 , 676.759 , 1.05938 , 1.45 , 1.978 , 4 , 670.65 , 13.356 , 13.356 , 14.4115 , 684.006 , 684.006 , 0 , 80 , 205 , 0.305232 , 0 , 0 , 31 , 0.04741 , 452 , 0.304752 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.85_1_9.svrp , 684.006 , 679.813 , 0.612908 , 1.375 , 2.245 , 4 , 670.65 , 13.356 , 13.356 , 14.4115 , 684.006 , 684.006 , 0 , 275 , 292 , 0.325286 , 0 , 0 , 119 , 0.211777 , 452 , 0.305599 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.80_1_0.svrp , 752.911 , 742.139 , 1.43072 , 0.034 , 2.346 , 4 , 748.821 , 4.08997 , 4.08997 , 4.14279 , 752.911 , 752.911 , 0 , 596 , 444 , 0.332646 , 0 , 0 , 102 , 0.297908 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.80_1_0.svrp , 752.911 , 740.232 , 1.684 , 1.812 , 5.277 , 4 , 748.821 , 4.08997 , 4.08997 , 4.14279 , 752.911 , 752.911 , 0 , 790 , 520 , 0.679194 , 0 , 0 , 118 , 0.406084 , 352 , 0.345708 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.80_1_0.svrp , 752.911 , 742.852 , 1.33598 , 1.748 , 3.475 , 4 , 748.821 , 4.08997 , 4.08997 , 4.14279 , 752.911 , 752.911 , 0 , 495 , 364 , 0.497846 , 0 , 0 , 57 , 0.215315 , 352 , 0.347879 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.80_1_1.svrp , 729.077 , 716.053 , 1.78631 , 0.091 , 3.051 , 4 , 721.947 , 7.12957 , 7.12957 , 8.07859 , 729.077 , 729.077 , 0 , 549 , 519 , 0.24339 , 0 , 0 , 141 , 0.503731 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.80_1_1.svrp , 729.077 , 720.958 , 1.11358 , 4.391 , 5.032 , 4 , 721.947 , 7.12957 , 7.12957 , 8.07859 , 729.077 , 729.077 , 0 , 137 , 268 , 0.836015 , 0 , 0 , 19 , 0.102994 , 554 , 0.863049 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.80_1_1.svrp , 729.077 , 724.993 , 0.560127 , 4.301 , 5.268 , 4 , 721.947 , 7.12957 , 7.12957 , 8.07859 , 729.077 , 729.077 , 0 , 267 , 295 , 0.847154 , 0 , 0 , 31 , 0.194217 , 554 , 0.866603 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.80_1_2.svrp , 745.646 , 736.186 , 1.26867 , 0.042 , 0.523 , 4 , 740.93 , 4.71584 , 4.71584 , 4.71584 , 745.646 , 745.646 , 0 , 186 , 209 , 0.086529 , 0 , 0 , 31 , 0.073768 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.80_1_2.svrp , 745.646 , 743.354 , 0.307444 , 2.94 , 3.061 , 4 , 740.93 , 4.71584 , 4.71584 , 4.71584 , 745.646 , 745.646 , 9.93614e-08 , 1 , 127 , 0.275771 , 0 , 0 , 1 , 0.00636 , 488 , 0.42312 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.80_1_2.svrp , 745.646 , 745.646 , 1.82961e-13 , 2.594 , 2.696 , 4 , 740.93 , 4.71584 , 4.71584 , 4.71584 , 745.646 , 745.646 , 0 , 1 , 127 , 0.279904 , 0 , 0 , 0 , 0.003898 , 488 , 0.424116 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.80_1_3.svrp , 739.116 , 720.828 , 2.4744 , 0.08 , 18.488 , 4 , 737.537 , 1.5797 , 1.5797 , 1.5797 , 739.116 , 739.116 , 0 , 1928 , 1436 , 2.27259 , 0 , 0 , 285 , 0.729341 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.80_1_3.svrp , 739.116 , 726.937 , 1.64784 , 4.606 , 16.816 , 4 , 737.537 , 1.5797 , 1.5797 , 1.5797 , 739.116 , 739.116 , 0 , 1181 , 907 , 2.21386 , 0 , 0 , 164 , 0.458026 , 448 , 1.79212 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.80_1_3.svrp , 739.116 , 731.188 , 1.07271 , 4.535 , 12.918 , 4 , 737.537 , 1.57969 , 1.5797 , 1.5797 , 739.116 , 739.116 , 0 , 781 , 709 , 1.86123 , 0 , 0 , 67 , 0.260917 , 448 , 1.79072 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.80_1_4.svrp , 713.22 , 698.037 , 2.12872 , 0.065 , 25.508 , 4 , 703.267 , 9.95248 , 9.95248 , 9.95248 , 713.22 , 713.22 , 0 , 5275 , 1205 , 2.77271 , 0 , 0 , 440 , 3.95058 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.80_1_4.svrp , 713.22 , 703.266 , 1.39562 , 5.382 , 20.133 , 4 , 703.267 , 9.95248 , 9.95248 , 9.95248 , 713.22 , 713.22 , 0 , 1696 , 899 , 2.02954 , 0 , 0 , 316 , 1.29506 , 638 , 1.36469 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.80_1_4.svrp , 713.22 , 706.766 , 0.904908 , 5.686 , 22.706 , 4 , 703.267 , 9.95248 , 9.95248 , 9.95248 , 713.22 , 713.22 , 0 , 2227 , 1027 , 2.40971 , 0 , 0 , 327 , 1.50042 , 638 , 1.36596 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.80_1_5.svrp , 822.342 , 808.52 , 1.68084 , 0.057 , 1.656 , 4 , 817.198 , 5.14407 , 5.14407 , 5.15414 , 822.342 , 822.342 , 0 , 410 , 436 , 0.239631 , 0 , 0 , 88 , 0.166874 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.80_1_5.svrp , 822.342 , 813.373 , 1.09074 , 3.819 , 4.519 , 4 , 817.198 , 5.14407 , 5.14407 , 5.15414 , 822.342 , 822.342 , 0 , 126 , 246 , 0.678703 , 0 , 0 , 36 , 0.073002 , 486 , 0.791583 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.80_1_5.svrp , 822.342 , 816.463 , 0.714972 , 3.731 , 4.426 , 4 , 817.198 , 5.14407 , 5.14407 , 5.15414 , 822.342 , 822.342 , 0 , 133 , 233 , 0.656721 , 0 , 0 , 37 , 0.072557 , 486 , 0.793885 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.80_1_6.svrp , 751.032 , 723.51 , 3.66459 , 0.051 , 77.884 , 4 , 729.33 , 21.7017 , 21.7017 , 22.0174 , 751.032 , 751.032 , 0 , 9745 , 2172 , 7.04694 , 0 , 0 , 1513 , 7.29338 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.80_1_6.svrp , 751.032 , 728.5 , 3.0002 , 0.354 , 101.438 , 4 , 729.33 , 21.7017 , 21.7017 , 22.0174 , 751.032 , 751.032 , 0 , 13466 , 2147 , 11.4796 , 0 , 0 , 1296 , 7.73566 , 76 , 0.075778 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.80_1_6.svrp , 751.032 , 730.565 , 2.72524 , 0.292 , 98.049 , 4 , 729.33 , 21.7017 , 21.7017 , 22.0174 , 751.032 , 751.032 , 0 , 14074 , 1987 , 11.0661 , 0 , 0 , 1271 , 9.03395 , 76 , 0.062451 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.80_1_7.svrp , 714.401 , 682.987 , 4.39734 , 0.078 , 442.502 , 4 , 711.202 , 3.19905 , 3.19905 , 3.19905 , 714.401 , 714.401 , 0 , 19485 , 5640 , 66.7494 , 0 , 0 , 782 , 7.95315 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.80_1_7.svrp , 714.401 , 688.144 , 3.67545 , 9.096 , 51.295 , 4 , 711.202 , 3.19905 , 3.19905 , 3.19905 , 714.401 , 714.401 , 0 , 3981 , 1962 , 5.44154 , 0 , 0 , 306 , 1.13695 , 724 , 1.98639 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.80_1_7.svrp , 714.401 , 693.943 , 2.86363 , 9.163 , 48.014 , 4 , 711.202 , 3.19905 , 3.19905 , 3.19905 , 714.401 , 714.401 , 0 , 3393 , 1904 , 4.61011 , 0 , 0 , 359 , 1.20569 , 724 , 1.968 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.80_1_8.svrp , 745.049 , 731.434 , 1.82737 , 0.047 , 8.906 , 4 , 735.96 , 9.08884 , 9.08884 , 9.08884 , 745.049 , 745.049 , 0 , 1161 , 803 , 0.699664 , 0 , 0 , 249 , 0.599975 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.80_1_8.svrp , 745.049 , 734.032 , 1.47867 , 0.557 , 1.367 , 4 , 735.96 , 9.08884 , 9.08884 , 9.08884 , 745.049 , 745.049 , 0 , 323 , 274 , 0.157886 , 0 , 0 , 81 , 0.119023 , 142 , 0.182086 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.80_1_8.svrp , 745.049 , 736.422 , 1.15782 , 0.578 , 3.406 , 4 , 735.96 , 9.08884 , 9.08884 , 9.08884 , 745.049 , 745.049 , 0 , 956 , 509 , 0.467129 , 0 , 0 , 109 , 0.418063 , 142 , 0.18297 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.80_1_9.svrp , 694.803 , 684.887 , 1.42718 , 0.107 , 4.291 , 4 , 693.971 , 0.832808 , 0.832808 , 0.832808 , 694.803 , 694.803 , 0 , 854 , 545 , 0.629023 , 0 , 0 , 78 , 0.346499 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.80_1_9.svrp , 694.803 , 685.671 , 1.3144 , 2.005 , 3.718 , 4 , 693.971 , 0.832808 , 0.832808 , 0.832808 , 694.803 , 694.803 , 0 , 475 , 419 , 0.420124 , 0 , 0 , 44 , 0.134894 , 308 , 0.449991 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.80_1_9.svrp , 694.803 , 688.923 , 0.846388 , 1.803 , 4.223 , 4 , 693.971 , 0.832808 , 0.832808 , 0.832808 , 694.803 , 694.803 , 0 , 684 , 487 , 0.561746 , 0 , 0 , 36 , 0.214934 , 308 , 0.449088 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.82_1_0.svrp , 755.997 , 741.829 , 1.87407 , 0.058 , 1.972 , 4 , 742.228 , 13.7688 , 13.7688 , 14.6659 , 755.997 , 755.997 , 0 , 517 , 455 , 0.224294 , 0 , 0 , 95 , 0.320542 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.82_1_0.svrp , 755.997 , 751.354 , 0.614144 , 0.433 , 0.927 , 4 , 742.228 , 13.7688 , 13.7688 , 14.6659 , 755.997 , 755.997 , 0 , 37 , 180 , 0.079883 , 0 , 0 , 9 , 0.057555 , 91 , 0.042598 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.82_1_0.svrp , 755.997 , 751.38 , 0.610625 , 0.436 , 0.992 , 4 , 742.228 , 13.7688 , 13.7688 , 14.6659 , 755.997 , 755.997 , 0 , 42 , 194 , 0.08564 , 0 , 0 , 10 , 0.064585 , 91 , 0.042112 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.82_1_1.svrp , 739.119 , 716.155 , 3.10689 , 0.065 , 10.421 , 4 , 730.764 , 8.35443 , 8.35443 , 9.22552 , 739.119 , 739.119 , 0 , 1873 , 832 , 1.27503 , 0 , 0 , 253 , 0.75244 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.82_1_1.svrp , 739.119 , 722.246 , 2.28282 , 1.218 , 3.951 , 4 , 730.764 , 8.35443 , 8.35443 , 9.22552 , 739.119 , 739.119 , 0 , 913 , 439 , 0.57992 , 0 , 0 , 92 , 0.334486 , 299 , 0.253664 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.82_1_1.svrp , 739.119 , 724.981 , 1.91275 , 1.255 , 5.147 , 4 , 730.764 , 8.35443 , 8.35443 , 9.22552 , 739.119 , 739.119 , 0 , 876 , 550 , 0.68013 , 0 , 0 , 146 , 0.548043 , 299 , 0.259659 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.82_1_2.svrp , 725.707 , 705.391 , 2.79953 , 0.067 , 21.89 , 4 , 716.496 , 9.2114 , 9.2114 , 11.2469 , 725.707 , 725.707 , 0 , 2318 , 1371 , 2.21453 , 0 , 0 , 263 , 0.651649 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.82_1_2.svrp , 725.707 , 709.971 , 2.16843 , 2.124 , 13.194 , 4 , 716.496 , 9.2114 , 9.2114 , 11.2469 , 725.707 , 725.707 , 0 , 1244 , 905 , 1.54661 , 0 , 0 , 131 , 0.399212 , 286 , 0.730696 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.82_1_2.svrp , 725.707 , 714.67 , 1.52082 , 1.972 , 31.653 , 4 , 716.496 , 9.2114 , 9.2114 , 11.2469 , 725.707 , 725.707 , 0 , 3289 , 1428 , 3.90183 , 0 , 0 , 232 , 0.92132 , 286 , 0.713855 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.82_1_3.svrp , 787.101 , 766.626 , 2.60128 , 0.078 , 21.041 , 4 , 778.048 , 9.05306 , 9.05306 , 9.6917 , 787.101 , 787.101 , 0 , 2734 , 1330 , 2.80495 , 0 , 0 , 353 , 0.986169 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.82_1_3.svrp , 787.101 , 773.066 , 1.78308 , 3.794 , 19.594 , 4 , 778.048 , 9.05306 , 9.05306 , 9.6917 , 787.101 , 787.101 , 0 , 1710 , 1107 , 2.39842 , 0 , 0 , 237 , 0.595092 , 419 , 0.921663 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.82_1_3.svrp , 787.101 , 776.726 , 1.31816 , 4.009 , 25.267 , 4 , 778.048 , 9.05306 , 9.05306 , 9.6917 , 787.101 , 787.101 , 0 , 2171 , 1215 , 2.9921 , 0 , 0 , 294 , 0.83996 , 419 , 0.935619 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.82_1_4.svrp , 757.877 , 730.937 , 3.55469 , 0.029 , 17.16 , 4 , 753.718 , 4.15874 , 4.15874 , 4.15874 , 757.877 , 757.877 , 0 , 2240 , 1121 , 2.02631 , 0 , 0 , 252 , 0.753768 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.82_1_4.svrp , 757.877 , 736.012 , 2.8851 , 3.209 , 39.046 , 4 , 753.718 , 4.15874 , 4.15874 , 4.15874 , 757.877 , 757.877 , 0 , 3521 , 1695 , 5.54805 , 0 , 0 , 431 , 1.32323 , 393 , 0.968762 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.82_1_4.svrp , 757.877 , 741.366 , 2.17861 , 3.162 , 16.418 , 4 , 753.718 , 4.15874 , 4.15874 , 4.15874 , 757.877 , 757.877 , 0 , 1616 , 792 , 2.0675 , 0 , 0 , 189 , 0.567015 , 393 , 0.960551 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.82_1_5.svrp , 757.737 , 732.033 , 3.39218 , 0.119 , 39.279 , 4 , 747.145 , 10.592 , 10.592 , 10.595 , 757.737 , 757.737 , 0 , 5667 , 1015 , 5.04996 , 0 , 0 , 387 , 2.74279 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.82_1_5.svrp , 757.737 , 733.63 , 3.18145 , 0.939 , 13.089 , 4 , 747.145 , 10.592 , 10.592 , 10.595 , 757.737 , 757.737 , 0 , 2424 , 717 , 1.60819 , 0 , 0 , 210 , 0.916757 , 211 , 0.105547 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.82_1_5.svrp , 757.737 , 734.357 , 3.08543 , 0.958 , 17.119 , 4 , 747.145 , 10.592 , 10.592 , 10.595 , 757.737 , 757.737 , 0 , 2594 , 791 , 1.98214 , 0 , 0 , 221 , 0.931211 , 211 , 0.106048 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.82_1_6.svrp , 739.722 , 733.5 , 0.841105 , 0.059 , 0.651 , 4 , 731.386 , 8.33566 , 8.33566 , 8.33566 , 739.722 , 739.722 , 0 , 77 , 208 , 0.098271 , 0 , 0 , 25 , 0.038365 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.82_1_6.svrp , 739.722 , 731.053 , 1.17195 , 3.801 , 4.13 , 4 , 731.386 , 8.33566 , 8.33566 , 8.33566 , 739.722 , 739.722 , 0 , 68 , 204 , 0.873025 , 0 , 0 , 8 , 0.030761 , 481 , 1.1168 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.82_1_6.svrp , 739.722 , 737.006 , 0.367074 , 3.713 , 4.645 , 4 , 731.386 , 8.33566 , 8.33566 , 8.33566 , 739.722 , 739.722 , 0 , 265 , 290 , 0.983062 , 0 , 0 , 12 , 0.165344 , 481 , 1.11064 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.82_1_7.svrp , 731.721 , 717.592 , 1.93093 , 0.075 , 2.153 , 4 , 720.657 , 11.0645 , 11.0645 , 11.4832 , 731.721 , 731.721 , 0 , 651 , 517 , 0.260353 , 0 , 0 , 58 , 0.251418 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.82_1_7.svrp , 731.721 , 724.971 , 0.922496 , 1.387 , 2.595 , 4 , 720.657 , 11.0645 , 11.0645 , 11.4832 , 731.721 , 731.721 , 0 , 264 , 341 , 0.420342 , 0 , 0 , 19 , 0.11408 , 224 , 0.346803 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.82_1_7.svrp , 731.721 , 726.741 , 0.680614 , 1.231 , 3.49 , 4 , 720.657 , 11.0645 , 11.0645 , 11.4832 , 731.721 , 731.721 , 0 , 600 , 474 , 0.591979 , 0 , 0 , 35 , 0.290867 , 224 , 0.288317 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.82_1_8.svrp , 757.604 , 735.739 , 2.88608 , 0.097 , 28.084 , 4 , 736.89 , 20.7137 , 20.7137 , 20.7137 , 757.604 , 757.604 , 0 , 3943 , 1528 , 3.35573 , 0 , 0 , 570 , 1.58782 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.82_1_8.svrp , 757.604 , 739.547 , 2.38349 , 4.187 , 39.211 , 4 , 736.89 , 20.7137 , 20.7137 , 20.7137 , 757.604 , 757.604 , 0 , 4588 , 1565 , 5.47034 , 0 , 0 , 462 , 1.62434 , 409 , 1.4862 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.82_1_8.svrp , 757.604 , 742.625 , 1.97711 , 4.16 , 39.261 , 4 , 736.89 , 20.7137 , 20.7137 , 20.7137 , 757.604 , 757.604 , 0 , 4625 , 1422 , 5.74501 , 0 , 0 , 412 , 1.44758 , 409 , 1.48596 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.82_1_9.svrp , 749.525 , 725.603 , 3.19159 , 0.101 , 79.293 , 4 , 730.66 , 18.8646 , 18.8646 , 22.9525 , 749.525 , 749.525 , 0 , 7770 , 2226 , 8.73721 , 0 , 0 , 861 , 4.03172 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.82_1_9.svrp , 749.525 , 729.702 , 2.64467 , 4.275 , 67.016 , 4 , 730.66 , 18.8646 , 18.8646 , 22.9525 , 749.525 , 749.525 , 0 , 6870 , 2006 , 9.25723 , 0 , 0 , 685 , 2.80357 , 464 , 1.20912 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.82_1_9.svrp , 749.525 , 734.571 , 1.99507 , 4.724 , 43.265 , 4 , 730.66 , 18.8646 , 18.8646 , 22.9525 , 749.525 , 749.525 , 0 , 5349 , 1379 , 5.52588 , 0 , 0 , 374 , 2.06843 , 464 , 1.24097 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.85_1_0.svrp , 745.198 , 722.868 , 2.99658 , 0.084 , 9.813 , 4 , 735.799 , 9.3986 , 9.3986 , 10.0674 , 745.198 , 745.198 , 0 , 1325 , 829 , 0.967685 , 0 , 0 , 290 , 0.701456 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.85_1_0.svrp , 745.198 , 730.865 , 1.92343 , 8.865 , 10.731 , 4 , 735.799 , 9.3986 , 9.3986 , 10.0674 , 745.198 , 745.198 , 0 , 496 , 366 , 2.25858 , 0 , 0 , 36 , 0.175872 , 740 , 2.23507 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.85_1_0.svrp , 745.198 , 736.288 , 1.19564 , 8.965 , 12.82 , 4 , 735.799 , 9.3986 , 9.3986 , 10.0674 , 745.198 , 745.198 , 0 , 796 , 596 , 2.56656 , 0 , 0 , 80 , 0.354036 , 740 , 2.28502 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.85_1_1.svrp , 769.661 , 729.798 , 5.17925 , 0.138 , 600.073 , 4 , 757.951 , 11.7093 , 11.7093 , 14.0105 , 769.661 , 753.967 , 2.03908 , 22002 , 6154 , 79.914 , 0 , 0 , 2993 , 13.1575 , 0 , 0 , 0 , 0 , 0
SRI , ./data/Jabali/k4/50_4_0.85_1_1.svrp , 765.493 , 733.688 , 4.1549 , 6.032 , 600.022 , 4 , 762.018 , 3.47545 , 3.47545 , 4.23583 , 765.493 , 760.677 , 0.629134 , 32650 , 5509 , 77.2494 , 0 , 0 , 3599 , 18.8396 , 524 , 1.48136 , 0 , 0 , 0
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.85_1_1.svrp , 764.174 , 739.744 , 3.19685 , 6.258 , 416.965 , 4 , 756.81 , 7.36345 , 7.36345 , 7.36345 , 764.174 , 764.174 , 0 , 28097 , 4775 , 46.5639 , 0 , 0 , 3081 , 15.4662 , 524 , 1.48177 , 0 , 0 , 1
