Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SRI , ./data/Jabali/k3/70_3_0.88_1_1.svrp , 748.99 , 721.62 , 3.65426 , 0.613 , 600.046 , 3 , 738.794 , 10.1961 , 10.1961 , 10.1961 , 748.99 , 743.291 , 0.760822 , 23254 , 6225 , 74.1101 , 0 , 0 , 1883 , 21.7649 , 92 , 0.12153 , 0 , 0 , 0
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.88_1_1.svrp , 749.198 , 722.188 , 3.60519 , 0.654 , 600.032 , 3 , 747.81 , 1.3875 , 1.3875 , 1.3875 , 749.198 , 744.313 , 0.652017 , 24012 , 6621 , 71.5925 , 0 , 0 , 2120 , 24.5841 , 92 , 0.12116 , 0 , 0 , 0
Parada , ./data/Jabali/k3/70_3_0.88_1_2.svrp , 806.406 , 786.216 , 2.50372 , 0.104 , 30.277 , 3 , 800.522 , 5.88348 , 5.88348 , 6.33607 , 806.406 , 806.406 , 0 , 2740 , 1216 , 2.33594 , 0 , 0 , 409 , 2.45915 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.88_1_2.svrp , 806.406 , 789.588 , 2.08551 , 0.489 , 29.429 , 3 , 800.522 , 5.88348 , 5.88348 , 6.33607 , 806.406 , 806.406 , 0 , 2753 , 1220 , 2.65182 , 0 , 0 , 369 , 2.38059 , 50 , 0.096519 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.88_1_2.svrp , 806.406 , 789.759 , 2.06433 , 0.47 , 32.156 , 3 , 800.522 , 5.88348 , 5.88348 , 6.33607 , 806.406 , 806.406 , 0 , 2672 , 1329 , 2.86789 , 0 , 0 , 289 , 1.84767 , 50 , 0.095766 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.88_1_3.svrp , 773.808 , 761.662 , 1.56972 , 0.067 , 12.828 , 3 , 769.627 , 4.18096 , 4.18096 , 4.19946 , 773.808 , 773.808 , 0 , 1142 , 711 , 0.997726 , 0 , 0 , 177 , 1.09289 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.88_1_3.svrp , 773.808 , 763.333 , 1.35376 , 0.564 , 4.526 , 3 , 769.627 , 4.18096 , 4.18096 , 4.19946 , 773.808 , 773.808 , 0 , 622 , 499 , 0.603744 , 0 , 0 , 40 , 0.443526 , 70 , 0.180716 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.88_1_3.svrp , 773.808 , 764.25 , 1.23527 , 0.572 , 14.446 , 3 , 769.627 , 4.18096 , 4.18096 , 4.19946 , 773.808 , 773.808 , 0 , 954 , 837 , 1.14179 , 0 , 0 , 91 , 0.833808 , 70 , 0.180778 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.88_1_4.svrp , 727.799 , 713.954 , 1.9024 , 0.271 , 19.152 , 3 , 722.596 , 5.20385 , 5.20385 , 6.02193 , 727.799 , 727.799 , 0 , 1620 , 830 , 1.23866 , 0 , 0 , 541 , 2.13472 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.88_1_4.svrp , 727.799 , 719.009 , 1.20779 , 0.678 , 7.468 , 3 , 722.596 , 5.20385 , 5.20385 , 6.02193 , 727.799 , 727.799 , 0 , 1020 , 428 , 0.501113 , 0 , 0 , 366 , 1.24944 , 33 , 0.074195 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.88_1_4.svrp , 727.799 , 719.009 , 1.20779 , 0.772 , 7.349 , 3 , 722.596 , 5.20385 , 5.20385 , 6.02193 , 727.799 , 727.799 , 0 , 1020 , 428 , 0.517896 , 0 , 0 , 366 , 1.25065 , 33 , 0.079552 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.88_1_5.svrp , 781.329 , 765.474 , 2.02921 , 0.123 , 12.517 , 3 , 778.323 , 3.00579 , 3.00579 , 3.14498 , 781.329 , 781.329 , 0 , 741 , 799 , 0.765212 , 0 , 0 , 126 , 0.752478 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.88_1_5.svrp , 781.329 , 768.372 , 1.65839 , 1.701 , 8.502 , 3 , 778.323 , 3.00579 , 3.00579 , 3.14498 , 781.329 , 781.329 , 0 , 625 , 626 , 0.746747 , 0 , 0 , 171 , 0.972915 , 201 , 0.412085 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.88_1_5.svrp , 781.329 , 769.257 , 1.54501 , 1.744 , 9.967 , 3 , 778.323 , 3.00579 , 3.00579 , 3.14498 , 781.329 , 781.329 , 0 , 1018 , 559 , 1.32765 , 0 , 0 , 72 , 0.785185 , 201 , 0.437977 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.88_1_6.svrp , 732.317 , 722.62 , 1.32411 , 0.107 , 11.92 , 3 , 728.101 , 4.21552 , 4.21552 , 4.53824 , 732.317 , 732.317 , 0 , 743 , 716 , 0.72343 , 0 , 0 , 64 , 0.53396 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.88_1_6.svrp , 732.317 , 720.663 , 1.59139 , 0.477 , 3.362 , 3 , 728.101 , 4.21552 , 4.21552 , 4.53824 , 732.317 , 732.317 , 0 , 391 , 464 , 0.350943 , 0 , 0 , 36 , 0.288638 , 56 , 0.116266 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.88_1_6.svrp , 732.317 , 721.544 , 1.47107 , 0.547 , 17.726 , 3 , 728.101 , 4.21552 , 4.21552 , 4.53824 , 732.317 , 732.317 , 0 , 850 , 794 , 1.12634 , 0 , 0 , 129 , 0.999309 , 56 , 0.141835 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.88_1_7.svrp , 813.442 , 797.041 , 2.01625 , 0.189 , 65.659 , 3 , 807.119 , 6.32289 , 6.32289 , 6.32289 , 813.442 , 813.442 , 0 , 3348 , 2201 , 4.62876 , 0 , 0 , 405 , 2.37423 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.88_1_7.svrp , 813.442 , 800.45 , 1.59717 , 0.7 , 29.963 , 3 , 807.119 , 6.32289 , 6.32289 , 6.32289 , 813.442 , 813.442 , 0 , 2061 , 1377 , 2.55833 , 0 , 0 , 129 , 1.25882 , 70 , 0.098051 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.88_1_7.svrp , 813.442 , 800.698 , 1.5666 , 0.658 , 28.29 , 3 , 807.119 , 6.32289 , 6.32289 , 6.32289 , 813.442 , 813.442 , 0 , 1680 , 1354 , 1.72787 , 0 , 0 , 172 , 1.03389 , 70 , 0.087975 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.88_1_8.svrp , 780.183 , 760.631 , 2.50601 , 0.138 , 14.281 , 3 , 775.509 , 4.67366 , 4.67366 , 5.25286 , 780.183 , 780.183 , 0 , 894 , 713 , 0.872963 , 0 , 0 , 126 , 0.863778 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.88_1_8.svrp , 780.183 , 765.724 , 1.85321 , 1.591 , 26.57 , 3 , 775.509 , 4.67366 , 4.67366 , 5.25286 , 780.183 , 780.183 , 0 , 2005 , 916 , 2.35345 , 0 , 0 , 181 , 1.5905 , 149 , 0.393207 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.88_1_8.svrp , 780.183 , 766.999 , 1.68985 , 1.566 , 19.196 , 3 , 775.509 , 4.67366 , 4.67366 , 5.25286 , 780.183 , 780.183 , 0 , 1782 , 799 , 1.84172 , 0 , 0 , 140 , 1.34796 , 149 , 0.36716 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.88_1_9.svrp , 799.746 , 790.674 , 1.13441 , 0.129 , 4.462 , 3 , 796.296 , 3.45005 , 3.45005 , 3.45005 , 799.746 , 799.746 , 0 , 584 , 542 , 0.486883 , 0 , 0 , 55 , 0.527122 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.88_1_9.svrp , 799.746 , 792.215 , 0.941705 , 0.355 , 2.776 , 3 , 796.296 , 3.45005 , 3.45005 , 3.45005 , 799.746 , 799.746 , 0 , 333 , 428 , 0.341356 , 0 , 0 , 62 , 0.3298 , 27 , 0.103379 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.88_1_9.svrp , 799.746 , 792.215 , 0.941705 , 0.435 , 3.29 , 3 , 796.296 , 3.45005 , 3.45005 , 3.45005 , 799.746 , 799.746 , 0 , 333 , 428 , 0.372978 , 0 , 0 , 62 , 0.330889 , 27 , 0.129686 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.90_1_0.svrp , 796.021 , 770.702 , 3.18068 , 0.064 , 283.651 , 3 , 787.43 , 8.59077 , 8.59077 , 10.587 , 796.021 , 796.021 , 0 , 14565 , 3238 , 24.5791 , 0 , 0 , 872 , 12.3841 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.90_1_0.svrp , 796.021 , 775.068 , 2.63216 , 1.054 , 166.23 , 3 , 787.43 , 8.59077 , 8.59077 , 10.587 , 796.021 , 796.021 , 0 , 9162 , 2727 , 15.1382 , 0 , 0 , 944 , 7.90666 , 134 , 0.372929 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.90_1_0.svrp , 796.021 , 776.005 , 2.51451 , 1.125 , 96.372 , 3 , 787.43 , 8.59077 , 8.59077 , 10.587 , 796.021 , 796.021 , 0 , 9767 , 1750 , 11.8599 , 0 , 0 , 365 , 5.35616 , 134 , 0.371084 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.90_1_1.svrp , 756.843 , 729.469 , 3.61689 , 0.125 , 86.802 , 3 , 748.861 , 7.98223 , 7.98223 , 7.98223 , 756.843 , 756.843 , 0 , 6859 , 1962 , 9.75057 , 0 , 0 , 380 , 3.5615 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.90_1_1.svrp , 756.843 , 730.639 , 3.46235 , 0.333 , 104.039 , 3 , 748.861 , 7.98223 , 7.98223 , 7.98223 , 756.843 , 756.843 , 0 , 7085 , 2153 , 10.3901 , 0 , 0 , 310 , 3.54703 , 27 , 0.054928 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.90_1_1.svrp , 756.843 , 730.639 , 3.46235 , 0.332 , 104.187 , 3 , 748.861 , 7.98223 , 7.98223 , 7.98223 , 756.843 , 756.843 , 0 , 7085 , 2153 , 10.3941 , 0 , 0 , 310 , 3.54926 , 27 , 0.054589 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.90_1_2.svrp , 771.471 , 736.127 , 4.58142 , 0.128 , 600.015 , 3 , 761.042 , 10.4297 , 10.4297 , 11.7066 , 771.471 , 765.837 , 0.730374 , 27704 , 4910 , 59.41 , 0 , 0 , 2625 , 56.5981 , 0 , 0 , 0 , 0 , 0
SRI , ./data/Jabali/k3/70_3_0.90_1_2.svrp , 771.471 , 739.135 , 4.19155 , 1.259 , 600.035 , 3 , 761.042 , 10.4297 , 10.4297 , 11.7066 , 771.471 , 771.07 , 0.0520828 , 35358 , 4627 , 56.4533 , 0 , 0 , 2820 , 63.4448 , 118 , 0.45732 , 0 , 0 , 0
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.90_1_2.svrp , 771.471 , 739.908 , 4.09127 , 1.271 , 600.03 , 3 , 761.042 , 10.4297 , 10.4297 , 11.7066 , 771.471 , 768.019 , 0.447568 , 29576 , 4609 , 54.6188 , 0 , 0 , 2745 , 57.2262 , 118 , 0.456575 , 0 , 0 , 0
Parada , ./data/Jabali/k3/70_3_0.90_1_3.svrp , 714.409 , 702.167 , 1.71358 , 0.157 , 13.58 , 3 , 707.928 , 6.48172 , 6.48172 , 6.48172 , 714.409 , 714.409 , 0 , 995 , 838 , 0.992711 , 0 , 0 , 120 , 1.09715 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.90_1_3.svrp , 714.409 , 705.238 , 1.28376 , 2.399 , 23.073 , 3 , 707.928 , 6.48172 , 6.48172 , 6.48172 , 714.409 , 714.409 , 0 , 825 , 1015 , 1.15597 , 0 , 0 , 108 , 0.897504 , 266 , 0.44369 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.90_1_3.svrp , 714.409 , 706.688 , 1.08079 , 2.531 , 21.549 , 3 , 707.928 , 6.48172 , 6.48172 , 6.48172 , 714.409 , 714.409 , 0 , 869 , 930 , 1.24545 , 0 , 0 , 67 , 0.761846 , 266 , 0.451251 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.90_1_4.svrp , 755.868 , 739.789 , 2.12718 , 0.185 , 24.031 , 3 , 743.006 , 12.8615 , 12.8615 , 14.5275 , 755.868 , 755.868 , 0 , 3707 , 1071 , 1.94773 , 0 , 0 , 502 , 6.38511 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.90_1_4.svrp , 755.868 , 741.36 , 1.9193 , 1.904 , 37.656 , 3 , 743.006 , 12.8615 , 12.8615 , 14.5275 , 755.868 , 755.868 , 0 , 3003 , 1137 , 1.81954 , 0 , 0 , 474 , 5.41472 , 203 , 0.372602 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.90_1_4.svrp , 755.868 , 742.592 , 1.75634 , 1.798 , 35.696 , 3 , 743.006 , 12.8615 , 12.8615 , 14.5275 , 755.868 , 755.868 , 0 , 3292 , 1095 , 2.16326 , 0 , 0 , 520 , 6.05986 , 203 , 0.365782 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.90_1_5.svrp , 807.554 , 788.544 , 2.35395 , 0.272 , 93.064 , 3 , 802.407 , 5.14642 , 5.14642 , 5.8198 , 807.554 , 807.554 , 0 , 4308 , 2509 , 6.33909 , 0 , 0 , 817 , 3.96856 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.90_1_5.svrp , 807.554 , 793.444 , 1.74718 , 1.853 , 40.051 , 3 , 802.407 , 5.14642 , 5.14642 , 5.8198 , 807.554 , 807.554 , 0 , 2508 , 1422 , 2.84618 , 0 , 0 , 528 , 2.41981 , 178 , 0.358458 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.90_1_5.svrp , 807.554 , 794.655 , 1.59729 , 1.861 , 29.014 , 3 , 802.407 , 5.14642 , 5.14642 , 5.8198 , 807.554 , 807.554 , 0 , 1841 , 1246 , 1.97491 , 0 , 0 , 235 , 1.4307 , 178 , 0.356241 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.90_1_6.svrp , 775.33 , 749.377 , 3.34735 , 0.163 , 562.689 , 3 , 768.585 , 6.74508 , 6.74508 , 6.74508 , 775.33 , 775.33 , 0 , 19162 , 5952 , 51.0001 , 0 , 0 , 3412 , 14.5065 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.90_1_6.svrp , 775.33 , 752.125 , 2.99293 , 1 , 566.242 , 3 , 768.585 , 6.74508 , 6.74508 , 6.74508 , 775.33 , 775.33 , 0 , 20804 , 5330 , 52.6563 , 0 , 0 , 2974 , 14.1869 , 112 , 0.244036 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.90_1_6.svrp , 775.828 , 753.238 , 2.91164 , 1.102 , 600.033 , 3 , 768.538 , 7.28966 , 7.28966 , 7.28966 , 775.828 , 772.081 , 0.482874 , 18723 , 5627 , 58.309 , 0 , 0 , 2743 , 13.6075 , 112 , 0.245652 , 0 , 0 , 0
Parada , ./data/Jabali/k3/70_3_0.90_1_7.svrp , 820.022 , 792.976 , 3.29825 , 0.125 , 202.411 , 3 , 808.242 , 11.7805 , 11.7805 , 14.9407 , 820.022 , 820.022 , 0 , 12760 , 3002 , 22.0765 , 0 , 0 , 811 , 9.36242 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.90_1_7.svrp , 820.022 , 794.738 , 3.08338 , 0.733 , 147.282 , 3 , 808.242 , 11.7805 , 11.7805 , 14.9407 , 820.022 , 820.022 , 0 , 10996 , 2203 , 16.3122 , 0 , 0 , 597 , 7.8399 , 90 , 0.153697 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.90_1_7.svrp , 820.022 , 796.497 , 2.86881 , 0.709 , 136.641 , 3 , 808.242 , 11.7805 , 11.7805 , 14.9407 , 820.022 , 820.022 , 0 , 10560 , 2310 , 14.0444 , 0 , 0 , 584 , 6.6887 , 90 , 0.153553 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.90_1_8.svrp , 763.631 , 736.516 , 3.55085 , 0.047 , 62.854 , 3 , 753.954 , 9.67697 , 9.67697 , 9.97802 , 763.631 , 763.631 , 0 , 7729 , 1360 , 8.26978 , 0 , 0 , 448 , 4.70811 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.90_1_8.svrp , 763.631 , 740.609 , 3.01482 , 0.153 , 51.901 , 3 , 753.954 , 9.67697 , 9.67697 , 9.97802 , 763.631 , 763.631 , 0 , 5702 , 1237 , 5.52816 , 0 , 0 , 355 , 3.26098 , 9 , 0.031492 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.90_1_8.svrp , 763.631 , 740.609 , 3.01482 , 0.136 , 53.006 , 3 , 753.954 , 9.67697 , 9.67697 , 9.97802 , 763.631 , 763.631 , 0 , 5702 , 1237 , 5.62091 , 0 , 0 , 355 , 3.30989 , 9 , 0.028819 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.90_1_9.svrp , 772.891 , 763.653 , 1.19522 , 0.123 , 4.912 , 3 , 754.334 , 18.5563 , 18.5563 , 19.8353 , 772.891 , 772.891 , 0 , 635 , 512 , 0.349056 , 0 , 0 , 100 , 0.965147 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.90_1_9.svrp , 772.891 , 765.267 , 0.986343 , 0.603 , 5.137 , 3 , 754.334 , 18.5563 , 18.5563 , 19.8353 , 772.891 , 772.891 , 0 , 525 , 549 , 0.49744 , 0 , 0 , 43 , 0.555893 , 46 , 0.09757 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.90_1_9.svrp , 772.891 , 765.943 , 0.898896 , 0.684 , 4.528 , 3 , 754.334 , 18.5563 , 18.5563 , 19.8353 , 772.891 , 772.891 , 0 , 446 , 548 , 0.438133 , 0 , 0 , 47 , 0.400141 , 46 , 0.120622 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.80_1_0.svrp , 728.72 , 696.733 , 4.38941 , 0.041 , 12.194 , 4 , 720.489 , 8.23078 , 8.23078 , 8.23078 , 728.72 , 728.72 , 0 , 3208 , 837 , 1.96144 , 0 , 0 , 151 , 0.579421 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_0.svrp , 728.72 , 706.676 , 3.02494 , 5.453 , 14.656 , 4 , 720.489 , 8.23078 , 8.23078 , 8.23078 , 728.72 , 728.72 , 0 , 1680 , 789 , 1.74682 , 0 , 0 , 177 , 0.444751 , 651 , 1.1211 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.80_1_0.svrp , 728.72 , 714.608 , 1.93647 , 5.348 , 21.343 , 4 , 720.489 , 8.23078 , 8.23078 , 8.23078 , 728.72 , 728.72 , 0 , 2493 , 1020 , 2.68367 , 0 , 0 , 148 , 0.644199 , 651 , 1.11508 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 663.324 , 632.736 , 4.61133 , 0.03 , 15.036 , 4 , 648.556 , 14.7684 , 14.7684 , 14.8514 , 663.324 , 663.324 , 0 , 3650 , 975 , 2.45454 , 0 , 0 , 354 , 0.871118 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 663.324 , 643.633 , 2.96853 , 1.907 , 6.076 , 4 , 648.556 , 14.7684 , 14.7684 , 14.8514 , 663.324 , 663.324 , 0 , 1973 , 619 , 1.07602 , 0 , 0 , 131 , 0.331015 , 416 , 0.357256 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 663.324 , 650.323 , 1.96008 , 1.859 , 12.024 , 4 , 648.556 , 14.7684 , 14.7684 , 14.8514 , 663.324 , 663.324 , 0 , 2450 , 682 , 1.79949 , 0 , 0 , 172 , 0.545091 , 416 , 0.356727 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 687.86 , 680.915 , 1.00967 , 0.019 , 0.462 , 4 , 668.074 , 19.7856 , 19.7856 , 21.2964 , 687.86 , 687.86 , 0 , 283 , 110 , 0.034219 , 0 , 0 , 68 , 0.201561 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 687.86 , 683.145 , 0.685463 , 0.114 , 0.282 , 4 , 668.074 , 19.7856 , 19.7856 , 21.2964 , 687.86 , 687.86 , 0 , 56 , 93 , 0.029034 , 0 , 0 , 18 , 0.046219 , 41 , 0.018465 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 687.86 , 682.692 , 0.751344 , 0.124 , 0.305 , 4 , 668.074 , 19.7856 , 19.7856 , 21.2964 , 687.86 , 687.86 , 0 , 50 , 96 , 0.030845 , 0 , 0 , 14 , 0.045231 , 41 , 0.018469 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 597.8 , 593.685 , 0.688358 , 0.03 , 0.188 , 4 , 595.221 , 2.57855 , 2.57855 , 2.57855 , 597.8 , 597.8 , 0 , 45 , 111 , 0.020094 , 0 , 0 , 23 , 0.032438 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 597.8 , 597.756 , 0.0072254 , 0.17 , 0.27 , 4 , 595.221 , 2.57855 , 2.57855 , 2.57855 , 597.8 , 597.8 , 0 , 1 , 106 , 0.034655 , 0 , 0 , 7 , 0.016411 , 50 , 0.022618 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 597.8 , 597.624 , 0.0293626 , 0.168 , 0.266 , 4 , 595.221 , 2.57855 , 2.57855 , 2.57855 , 597.8 , 597.8 , 0 , 1 , 105 , 0.03288 , 0 , 0 , 10 , 0.019217 , 50 , 0.021913 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 715.856 , 708.404 , 1.04095 , 0.043 , 0.436 , 4 , 710.873 , 4.98275 , 4.98275 , 4.98275 , 715.856 , 715.856 , 0 , 158 , 191 , 0.040719 , 0 , 0 , 60 , 0.161833 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 715.856 , 713.333 , 0.352427 , 0.274 , 0.637 , 4 , 710.873 , 4.98275 , 4.98275 , 5.20193 , 715.856 , 715.856 , 0 , 93 , 181 , 0.078513 , 0 , 0 , 44 , 0.127307 , 103 , 0.044331 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 715.856 , 714.667 , 0.166045 , 0.254 , 0.652 , 4 , 710.873 , 4.98275 , 4.98275 , 4.98275 , 715.856 , 715.856 , 0 , 125 , 163 , 0.07225 , 0 , 0 , 41 , 0.174541 , 103 , 0.03697 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 699.816 , 680.237 , 2.79774 , 0.024 , 0.875 , 4 , 687.804 , 12.0122 , 12.0122 , 12.0777 , 699.816 , 699.816 , 0 , 443 , 332 , 0.119202 , 0 , 0 , 89 , 0.144009 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 699.816 , 687.053 , 1.82379 , 0.786 , 1.21 , 4 , 687.804 , 12.0122 , 12.0122 , 12.0777 , 699.816 , 699.816 , 0 , 285 , 195 , 0.166966 , 0 , 0 , 12 , 0.056108 , 229 , 0.184639 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 699.816 , 690.831 , 1.284 , 0.685 , 1.017 , 4 , 687.804 , 12.0122 , 12.0122 , 12.0777 , 699.816 , 699.816 , 0 , 201 , 175 , 0.141003 , 0 , 0 , 17 , 0.048532 , 229 , 0.169747 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 678.327 , 646.224 , 4.73269 , 0.039 , 8.381 , 4 , 660.851 , 17.4759 , 17.4759 , 17.976 , 678.327 , 678.327 , 0 , 1724 , 812 , 0.937245 , 0 , 0 , 241 , 0.379268 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 678.327 , 656.513 , 3.21579 , 4.808 , 8.824 , 4 , 660.851 , 17.4759 , 17.4759 , 17.976 , 678.327 , 678.327 , 0 , 1316 , 645 , 1.09833 , 0 , 0 , 100 , 0.228018 , 715 , 1.08112 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 678.327 , 665.205 , 1.93444 , 4.807 , 12.441 , 4 , 660.851 , 17.4759 , 17.4759 , 17.976 , 678.327 , 678.327 , 0 , 1446 , 630 , 1.26418 , 0 , 0 , 76 , 0.285948 , 715 , 1.08004 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 653.693 , 652.099 , 0.243751 , 0.049 , 0.26 , 4 , 649.492 , 4.20117 , 4.20117 , 4.20117 , 653.693 , 653.693 , 0 , 52 , 182 , 0.028955 , 0 , 0 , 20 , 0.040266 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 653.693 , 653.693 , 0 , 0.094 , 0.131 , 4 , 649.492 , 4.20117 , 4.20117 , 4.20117 , 653.693 , 653.693 , 0 , 1 , 113 , 0.018567 , 0 , 0 , 0 , 0.004755 , 11 , 0.007469 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 653.693 , 653.693 , 0 , 0.093 , 0.131 , 4 , 649.492 , 4.20117 , 4.20117 , 4.20117 , 653.693 , 653.693 , 0 , 1 , 113 , 0.017108 , 0 , 0 , 0 , 0.004684 , 11 , 0.006068 , 0 , 0 , 1
Parada , ./data/Jabali/k4/40_4_0.80_1_8.svrp , 732.508 , 709.668 , 3.11808 , 0.043 , 6.02 , 4 , 723.256 , 9.25211 , 9.25211 , 9.32542 , 732.508 , 732.508 , 0 , 1026 , 613 , 0.641861 , 0 , 0 , 227 , 0.330744 , 0 , 0 , 0 , 0 , 1
