Algorithm , Instance , K , Model Solution Cost , Deterministic Cost , Model Recourse Cost , Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Root Lower Bound , Root Gap (%) , Node Count , CVRPSEP Cuts , Gendreau Cuts , Scenario Cuts , Partial Route Cuts , Root Time (s) , Time (s) , Solved
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-47.svrp , 3 , 556.43 , 550 , 6.43 , 6.43 , 556.43 , 556.43 , 0 , 544.2 , 2.19794 , 242 , 281 , 0 , 28 , 253 , 0.06 , 0.855 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-48.svrp , 3 , 510.25 , 508 , 2.25 , 2.25 , 510.25 , 510.25 , 0 , 509.5 , 0.146987 , 1 , 116 , 1 , 314 , 0 , 0.334 , 0.601 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-48.svrp , 3 , 510.25 , 508 , 2.25 , 2.25 , 510.25 , 510.25 , 0 , 502.8 , 1.46007 , 149 , 141 , 43 , 0 , 0 , 0.029 , 0.271 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-48.svrp , 3 , 510.25 , 508 , 2.25 , 2.25 , 510.25 , 510.25 , 0 , 503.15 , 1.39147 , 92 , 121 , 0 , 0 , 48 , 0.032 , 0.28 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-48.svrp , 3 , 510.25 , 508 , 2.25 , 2.25 , 510.25 , 510.25 , 0 , 508.485 , 0.345884 , 11 , 146 , 1 , 10 , 0 , 0.054 , 0.185 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-48.svrp , 3 , 510.25 , 508 , 2.25 , 2.25 , 510.25 , 510.25 , 0 , 508.485 , 0.345884 , 7 , 144 , 0 , 10 , 5 , 0.059 , 0.179 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-49.svrp , 3 , 486.15 , 483 , 3.15 , 3.15 , 486.15 , 486.15 , 0 , 479.66 , 1.33498 , 17 , 102 , 2 , 87 , 0 , 0.102 , 0.394 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-49.svrp , 3 , 486.15 , 483 , 3.15 , 3.15 , 486.15 , 486.15 , 0 , 479 , 1.47074 , 182 , 141 , 10 , 0 , 0 , 0.017 , 0.304 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-49.svrp , 3 , 486.15 , 483 , 3.15 , 3.15 , 486.15 , 486.15 , 0 , 479 , 1.47074 , 74 , 114 , 0 , 0 , 58 , 0.019 , 0.273 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-49.svrp , 3 , 486.15 , 483 , 3.15 , 3.15 , 486.15 , 486.15 , 0 , 482.45 , 0.761082 , 10 , 119 , 4 , 5 , 0 , 0.024 , 0.203 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-49.svrp , 3 , 486.15 , 483 , 3.15 , 3.15 , 486.15 , 486.15 , 0 , 482 , 0.853646 , 27 , 133 , 0 , 5 , 30 , 0.025 , 0.216 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-50.svrp , 3 , 451.33 , 438 , 13.33 , 13.33 , 451.33 , 451.33 , 0 , 449.85 , 0.327851 , 14 , 39 , 7 , 191 , 0 , 0.076 , 0.287 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-50.svrp , 3 , 451.33 , 438 , 13.33 , 13.33 , 451.33 , 451.33 , 0 , 438.12 , 2.9269 , 2898 , 81 , 1609 , 0 , 0 , 0.008 , 6.035 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-50.svrp , 3 , 451.33 , 438 , 13.33 , 13.33 , 451.33 , 451.33 , 0 , 443.67 , 1.69721 , 23 , 66 , 0 , 0 , 130 , 0.02 , 0.265 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-50.svrp , 3 , 451.33 , 438 , 13.33 , 13.33 , 451.33 , 451.33 , 0 , 449.7 , 0.361155 , 14 , 47 , 7 , 3 , 0 , 0.013 , 0.076 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB20-V1-scen200-50.svrp , 3 , 451.33 , 438 , 13.33 , 13.33 , 451.33 , 451.33 , 0 , 451.33 , 0 , 1 , 48 , 0 , 2 , 15 , 0.022 , 0.073 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-51.svrp , 4 , 635.39 , 635 , 0.39 , 0.39 , 635.39 , 635.39 , 0 , 629.552 , 0.918806 , 50 , 438 , 8 , 1101 , 0 , 0.825 , 2.17 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-51.svrp , 4 , 635.39 , 635 , 0.39 , 0.39 , 635.39 , 635.39 , 0 , 616 , 3.05167 , 54419 , 1929 , 15607 , 0 , 0 , 0.07 , 1262.73 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-51.svrp , 4 , 635.39 , 635 , 0.39 , 0.39 , 635.39 , 635.39 , 0 , 617.62 , 2.79671 , 1405 , 871 , 0 , 0 , 3876 , 0.096 , 6.579 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-51.svrp , 4 , 635.39 , 635 , 0.39 , 0.39 , 635.39 , 635.39 , 0 , 628.62 , 1.06549 , 60 , 427 , 9 , 20 , 0 , 0.146 , 0.581 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-51.svrp , 4 , 635.39 , 635 , 0.39 , 0.39 , 635.39 , 635.39 , 0 , 628.62 , 1.06549 , 47 , 431 , 0 , 22 , 63 , 0.148 , 0.528 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-52.svrp , 4 , 690.94 , 680 , 10.94 , 10.94 , 690.94 , 690.94 , 0 , 675.549 , 2.22752 , 229 , 333 , 11 , 1632 , 0 , 0.345 , 2.718 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-52.svrp , 4 , 690.94 , 680 , 10.94 , 10.94 , 690.94 , 690.94 , 0 , 669.5 , 3.10302 , 18270 , 745 , 7959 , 0 , 0 , 0.038 , 191.747 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-52.svrp , 4 , 690.94 , 680 , 10.94 , 10.94 , 690.94 , 690.94 , 0 , 669.5 , 3.10302 , 801 , 534 , 0 , 0 , 1581 , 0.043 , 2.061 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-52.svrp , 4 , 690.94 , 680 , 10.94 , 10.94 , 690.94 , 690.94 , 0 , 675.2 , 2.27806 , 407 , 443 , 22 , 40 , 0 , 0.077 , 1.229 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-52.svrp , 4 , 690.94 , 680 , 10.94 , 10.94 , 690.94 , 690.94 , 0 , 675.2 , 2.27806 , 136 , 341 , 0 , 19 , 109 , 0.078 , 0.659 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-53.svrp , 4 , 543.98 , 533 , 10.98 , 10.98 , 543.98 , 543.98 , 0 , 537.255 , 1.23633 , 252 , 397 , 44 , 865 , 0 , 0.497 , 2.192 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-53.svrp , 4 , 543.98 , 533 , 10.98 , 10.98 , 543.98 , 543.98 , 0 , 531.25 , 2.34016 , 4795 , 909 , 1166 , 0 , 0 , 0.045 , 13.118 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-53.svrp , 4 , 543.98 , 533 , 10.98 , 10.98 , 543.98 , 543.98 , 0 , 531.25 , 2.34016 , 862 , 730 , 0 , 0 , 1896 , 0.047 , 2.426 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-53.svrp , 4 , 543.98 , 533 , 10.98 , 10.98 , 543.98 , 543.98 , 0 , 536.82 , 1.31622 , 505 , 473 , 102 , 38 , 0 , 0.071 , 1.093 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-53.svrp , 4 , 543.98 , 533 , 10.98 , 10.98 , 543.98 , 543.98 , 0 , 537.5 , 1.19122 , 59 , 264 , 0 , 16 , 112 , 0.078 , 0.468 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-54.svrp , 4 , 603.44 , 603 , 0.44 , 0.44 , 603.44 , 603.44 , 0 , 591.339 , 2.00539 , 59 , 163 , 0 , 866 , 0 , 0.242 , 1.101 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-54.svrp , 4 , 603.44 , 603 , 0.44 , 0.44 , 603.44 , 603.44 , 0 , 589.727 , 2.27243 , 202 , 242 , 13 , 0 , 0 , 0.027 , 0.387 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-54.svrp , 4 , 603.44 , 603 , 0.44 , 0.44 , 603.44 , 603.44 , 0 , 589.727 , 2.27243 , 148 , 232 , 0 , 0 , 204 , 0.028 , 0.385 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-54.svrp , 4 , 603.44 , 603 , 0.44 , 0.44 , 603.44 , 603.44 , 0 , 591.226 , 2.02398 , 58 , 214 , 0 , 13 , 0 , 0.036 , 0.295 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-54.svrp , 4 , 603.44 , 603 , 0.44 , 0.44 , 603.44 , 603.44 , 0 , 591.226 , 2.02398 , 58 , 214 , 0 , 13 , 75 , 0.035 , 0.309 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-55.svrp , 4 , 696.97 , 688 , 8.97 , 8.97 , 696.97 , 696.97 , 0 , 677.657 , 2.77104 , 36 , 197 , 0 , 416 , 0 , 0.389 , 1.055 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-55.svrp , 4 , 696.97 , 688 , 8.97 , 8.97 , 696.97 , 696.97 , 0 , 672 , 3.58265 , 1947 , 604 , 329 , 0 , 0 , 0.039 , 3.775 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-55.svrp , 4 , 696.97 , 688 , 8.97 , 8.97 , 696.97 , 696.97 , 0 , 672 , 3.58265 , 238 , 345 , 0 , 0 , 635 , 0.043 , 0.946 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-55.svrp , 4 , 696.97 , 688 , 8.97 , 8.97 , 696.97 , 696.97 , 0 , 676.045 , 3.00235 , 73 , 337 , 0 , 21 , 0 , 0.053 , 0.575 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-55.svrp , 4 , 696.97 , 688 , 8.97 , 8.97 , 696.97 , 696.97 , 0 , 676.045 , 3.00235 , 73 , 337 , 0 , 21 , 111 , 0.051 , 0.553 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-56.svrp , 5 , 732 , 732 , -1.45306e-14 , 0 , 732 , 732 , 0 , 716 , 2.18579 , 108 , 361 , 0 , 1676 , 0 , 0.558 , 2.377 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-56.svrp , 5 , 732 , 732 , 0 , 0 , 732 , 732 , 0 , 710.34 , 2.95902 , 18509 , 1138 , 7193 , 0 , 0 , 0.039 , 186.7 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-56.svrp , 5 , 732 , 732 , 0 , 0 , 732 , 732 , 0 , 710.34 , 2.95902 , 527 , 576 , 0 , 0 , 1173 , 0.042 , 1.521 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-56.svrp , 5 , 732 , 732 , 0 , 0 , 732 , 732 , 0 , 715.04 , 2.31694 , 131 , 405 , 3 , 34 , 0 , 0.065 , 0.882 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-56.svrp , 5 , 732 , 732 , 0 , 0 , 732 , 732 , 0 , 715.04 , 2.31694 , 124 , 416 , 0 , 33 , 144 , 0.067 , 0.974 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-57.svrp , 4 , 665.08 , 664 , 1.08 , 1.08 , 665.08 , 665.08 , 0 , 649.113 , 2.40071 , 134 , 324 , 11 , 1355 , 0 , 0.304 , 2.073 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-57.svrp , 4 , 665.08 , 664 , 1.08 , 1.08 , 665.08 , 665.08 , 0 , 643.5 , 3.24472 , 2019 , 716 , 464 , 0 , 0 , 0.032 , 4.433 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-57.svrp , 4 , 665.08 , 664 , 1.08 , 1.08 , 665.08 , 665.08 , 0 , 643.5 , 3.24472 , 844 , 577 , 0 , 0 , 2728 , 0.035 , 3.047 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-57.svrp , 4 , 665.08 , 664 , 1.08 , 1.08 , 665.08 , 665.08 , 0 , 650.96 , 2.12305 , 130 , 315 , 3 , 23 , 0 , 0.054 , 0.545 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-57.svrp , 4 , 665.08 , 664 , 1.08 , 1.08 , 665.08 , 665.08 , 0 , 650.96 , 2.12305 , 135 , 300 , 0 , 28 , 506 , 0.057 , 0.705 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-58.svrp , 5 , 613.06 , 613 , 0.06 , 0.06 , 613.06 , 613.06 , 0 , 588.943 , 3.93383 , 91 , 223 , 1 , 779 , 0 , 0.194 , 1.084 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-58.svrp , 5 , 613.06 , 613 , 0.06 , 0.06 , 613.06 , 613.06 , 0 , 579 , 5.55574 , 1423 , 585 , 480 , 0 , 0 , 0.03 , 3.083 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-58.svrp , 5 , 613.06 , 613 , 0.06 , 0.06 , 613.06 , 613.06 , 0 , 579 , 5.55574 , 261 , 399 , 0 , 0 , 462 , 0.035 , 0.787 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-58.svrp , 5 , 613.06 , 613 , 0.06 , 0.06 , 613.06 , 613.06 , 0 , 590.12 , 3.74188 , 78 , 381 , 0 , 18 , 0 , 0.044 , 0.561 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-58.svrp , 5 , 613.06 , 613 , 0.06 , 0.06 , 613.06 , 613.06 , 0 , 590.12 , 3.74188 , 78 , 381 , 0 , 18 , 97 , 0.05 , 0.598 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-59.svrp , 5 , 699.26 , 689 , 10.26 , 10.26 , 699.26 , 699.26 , 0 , 674.893 , 3.48468 , 132 , 455 , 7 , 1077 , 0 , 0.516 , 2.232 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-59.svrp , 5 , 699.26 , 689 , 10.26 , 10.26 , 699.26 , 699.26 , 0 , 670.15 , 4.16297 , 620 , 547 , 148 , 0 , 0 , 0.044 , 1.397 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-59.svrp , 5 , 699.26 , 689 , 10.26 , 10.26 , 699.26 , 699.26 , 0 , 670.15 , 4.16297 , 1304 , 509 , 0 , 0 , 1124 , 0.05 , 2.605 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-59.svrp , 5 , 699.26 , 689 , 10.26 , 10.26 , 699.26 , 699.26 , 0 , 674.9 , 3.48368 , 181 , 416 , 5 , 37 , 0 , 0.057 , 0.663 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-59.svrp , 5 , 699.26 , 689 , 10.26 , 10.26 , 699.26 , 699.26 , 0 , 674.9 , 3.48368 , 166 , 426 , 0 , 37 , 188 , 0.063 , 0.706 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-60.svrp , 5 , 702.01 , 702 , 0.01 , 0.01 , 702.01 , 702.01 , 0 , 701.924 , 0.0123113 , 5 , 307 , 0 , 204 , 0 , 0.631 , 0.964 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-60.svrp , 5 , 702.01 , 702 , 0.01 , 0.01 , 702.01 , 702.01 , 0 , 701 , 0.143873 , 46 , 377 , 31 , 0 , 0 , 0.066 , 0.392 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-60.svrp , 5 , 702.01 , 702 , 0.01 , 0.01 , 702.01 , 702.01 , 0 , 701 , 0.143873 , 45 , 316 , 0 , 0 , 67 , 0.067 , 0.312 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-60.svrp , 5 , 702.01 , 702 , 0.01 , 0.01 , 702.01 , 702.01 , 0 , 702.01 , 0 , 1 , 304 , 0 , 10 , 0 , 0.137 , 0.338 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI2/RI-NEW-n25-LB0-UB30-V1-scen200-60.svrp , 5 , 702.01 , 702 , 0.01 , 0.01 , 702.01 , 702.01 , 0 , 702.01 , 0 , 1 , 304 , 0 , 10 , 3 , 0.139 , 0.351 , 1 , 
